cycle,time,actual SoC,predicted SoC
1,0.0,1.0,0.8966733
1,16.781,1.0,0.9103854
1,35.702999999999996,0.994798365834425,0.904863
1,53.781,0.9898423474539851,0.898306
1,71.922,0.9848575408180933,0.8931082
1,90.094,0.9798696464026941,0.88844275
1,108.281,0.9748805756254032,0.88431156
1,126.453,0.9698949452664467,0.8804552
1,144.641,0.9649105877415958,0.87683326
1,162.844,0.9599121047879271,0.87345815
1,181.016,0.9549212973085454,0.8701705
1,199.219,0.9499214675752938,0.86694974
1,217.391,0.9449368010444363,0.8637621
1,235.594,0.9399420873584063,0.86065865
1,253.75,0.9349623421556748,0.8576114
1,271.984,0.9299632792684768,0.85463864
1,290.141,0.9249800337969091,0.85177404
1,308.359,0.9199828675317608,0.8488169
1,326.5,0.9150002073687816,0.84603524
1,344.75,0.9099917879365705,0.8418989
1,362.906,0.9050109602804638,0.8379299
1,381.047,0.9000324055474328,0.83388877
1,399.187,0.8950593642968206,0.82980543
1,417.281,0.8900992347283451,0.8258077
1,435.484,0.8851060088828717,0.8219166
1,453.672,0.8801076116895368,0.8181677
1,471.812,0.8751304632279525,0.8140693
1,490.203,0.8700802090396743,0.81015086
1,508.344,0.8651016209684896,0.8061103
1,526.625,0.8600849354174144,0.80215764
1,544.922,0.8550608356279062,0.7982284
1,563.125,0.8500648681339736,0.7942947
1,581.406,0.8450488202456825,0.7903014
1,599.656,0.8400424639229935,0.78637266
1,617.875,0.8350446807232391,0.78253734
1,636.047,0.8300559965906997,0.7787101
1,654.422,0.8250146339209713,0.77484125
1,672.594,0.8200271967916818,0.77101415
1,690.812,0.815028670825413,0.7671837
1,708.937,0.8100548948652908,0.76345396
1,727.266,0.8050271499175229,0.75952166
1,745.578,0.7999967497916259,0.75594735
1,763.797,0.7949932078711923,0.7521366
1,782.109,0.7899688227534608,0.7483458
1,800.484,0.7849183892860413,0.74476707
1,818.797,0.7798916687682816,0.74082327
1,837.016,0.774894613455221,0.7370392
1,855.25,0.769888719520327,0.7334281
1,873.578,0.7648604542831677,0.7296306
1,891.812,0.7598600061292102,0.7259038
1,910.141,0.7548263890750251,0.7223481
1,928.391,0.7498195312012083,0.7186065
1,946.719,0.744790717698118,0.7148738
1,965.047,0.7397567735163377,0.71131164
1,983.391,0.7347276994874085,0.7074061
1,1001.766,0.7296799837021439,0.70398414
1,1020.172,0.7246329756692755,0.7000288
1,1038.594,0.7195850688857597,0.69631296
1,1056.922,0.7145503639176742,0.69290966
1,1075.203,0.7095336143086496,0.6891291
1,1093.687,0.704468615287346,0.6852046
1,1112.0,0.6994521772780521,0.68155634
1,1130.328,0.6944231477927905,0.6781273
1,1148.75,0.6893770402335023,0.674234
1,1167.125,0.6843310737710455,0.670863
1,1185.641,0.6792478364728696,0.66718024
1,1203.984,0.6742162989448314,0.663497
1,1222.406,0.6691548790967732,0.66001344
1,1240.797,0.6641087886114828,0.65622556
1,1259.156,0.6590668590957506,0.65272194
1,1277.547,0.65401989992846,0.64902323
1,1295.906,0.6489855693378814,0.6452812
1,1314.297,0.6439465569908209,0.64160275
1,1332.687,0.6389007365572484,0.6381215
1,1351.203,0.6338242289117338,0.6344086
1,1369.687,0.6287562745864352,0.6308368
1,1388.125,0.6236929921508405,0.6274203
1,1406.578,0.6186316649055438,0.6233979
1,1425.062,0.6135573572588853,0.6185461
1,1443.609,0.6084614714407708,0.61367726
1,1462.047,0.603401857370233,0.6086169
1,1480.547,0.5983235390565742,0.60360944
1,1499.031,0.5932506659059064,0.5987096
1,1517.672,0.5881336215979863,0.5937837
1,1536.109,0.5830742929880212,0.59009683
1,1554.781,0.5779504177797952,0.5887611
1,1573.281,0.5728731570191968,0.5874001
1,1591.859,0.5677664402560969,0.5853645
1,1610.406,0.5626752639174368,0.58212185
1,1628.953,0.5575764076955673,0.5778209
1,1647.562,0.5524644197534176,0.5721568
1,1666.062,0.5473852228328624,0.56644535
1,1684.656,0.5422807073675158,0.5609628
1,1703.219,0.5371867257973743,0.5553977
1,1721.891,0.5320594255245431,0.5499383
1,1740.437,0.5269734467227937,0.5443476
1,1759.016,0.5218790360249954,0.5386455
1,1777.641,0.5167627327322787,0.53346556
1,1796.328,0.511638005026294,0.5277097
1,1815.047,0.5064989728378507,0.5224132
1,1833.75,0.5013677528849393,0.5167588
1,1852.391,0.4962566539951664,0.51123327
1,1871.078,0.4911207688763933,0.50616777
1,1889.844,0.4859703827696506,0.50044996
1,1908.578,0.48083016073664664,0.49495205
1,1927.281,0.4756958575753226,0.4896187
1,1946.031,0.47055142632516334,0.48406944
1,1964.891,0.46537524759393634,0.4786973
1,1983.703,0.46020540691996914,0.4735117
1,2002.484,0.45505196880287446,0.4678742
1,2021.187,0.449920923206417,0.46242186
1,2039.906,0.44478761771317377,0.45700383
1,2058.641,0.43964824842646605,0.45167238
1,2077.406,0.4344975882104715,0.44649553
1,2096.312,0.42931122201239985,0.44104534
1,2115.047,0.4241731236323883,0.4356353
1,2133.969,0.4189801435527003,0.43050617
1,2152.812,0.41380987271253344,0.4251062
1,2171.625,0.40864252333557505,0.42006636
1,2190.547,0.40344529649469507,0.41466746
1,2209.422,0.3982655987358193,0.40926918
1,2228.297,0.39308806735199514,0.4039489
1,2247.219,0.3878975760289637,0.39878553
1,2265.969,0.38275517286215316,0.39348975
1,2284.937,0.3775498351056622,0.3882779
1,2303.859,0.3723628933799781,0.3828501
1,2322.797,0.3671673059532843,0.37770346
1,2341.766,0.36195828987310874,0.3726751
1,2360.594,0.3567861637586448,0.3675041
1,2379.578,0.35157854851748943,0.36210585
1,2398.672,0.3463413944430191,0.35679024
1,2417.797,0.34109284130755624,0.35156438
1,2436.906,0.3358544697655682,0.34608197
1,2455.969,0.3306294909657566,0.340712
1,2474.984,0.3254074452727705,0.3357936
1,2494.031,0.320180120513327,0.33043736
1,2513.187,0.3149259071417636,0.324963
1,2532.391,0.3096559286039118,0.3197103
1,2551.547,0.30439272402801687,0.3145383
1,2570.578,0.29916236699770116,0.3093005
1,2589.703,0.29390994800420334,0.30384707
1,2608.797,0.2886635920548221,0.29851276
1,2627.953,0.2834089040504511,0.29291266
1,2647.234,0.27812453167081436,0.2874121
1,2666.516,0.2728292177198973,0.28223902
1,2685.812,0.26752887381514057,0.27687997
1,2704.969,0.26227457614580635,0.27129167
1,2724.203,0.25699459350991855,0.26584747
1,2743.453,0.2517139735841539,0.26022208
1,2762.625,0.24644664546543557,0.25510514
1,2781.922,0.2411545930397041,0.24922687
1,2801.25,0.23585643093528533,0.24369404
1,2820.625,0.23053764936444165,0.23829722
1,2839.937,0.22524044712081076,0.23255044
1,2859.234,0.21994218139065902,0.22710192
1,2878.578,0.21463152298765864,0.22143024
1,2897.937,0.2093219900730157,0.21563032
1,2917.281,0.20401710329817782,0.20991296
1,2936.687,0.19868598361257103,0.20450589
1,2956.078,0.19336434095657942,0.19849539
1,2975.453,0.18804514488832705,0.19272208
1,2994.969,0.18268930728677304,0.18805164
1,3014.453,0.17733964807166516,0.18573669
1,3033.891,0.172000934441843,0.18335837
1,3053.375,0.1666624879762983,0.18052262
1,3072.859,0.161314102858905,0.17834944
1,3092.328,0.15595865752070842,0.17619741
1,3111.828,0.15060938982903144,0.17320454
1,3131.234,0.1452767270858171,0.1709376
1,3150.672,0.13993651504355148,0.16823292
1,3170.187,0.13457925693674067,0.16545561
1,3189.734,0.129211463582454,0.16277325
1,3209.297,0.12384148086243893,0.15986973
1,3229.016,0.11842266641338574,0.15711224
1,3248.625,0.11304723988740648,0.15376908
1,3268.328,0.10763583499717169,0.15095502
1,3287.969,0.10224862824173332,0.14748767
1,3307.625,0.09684562329965002,0.14452446
1,3327.234,0.09145922535245701,0.1408124
1,3346.937,0.08604587271418779,0.13713801
1,3366.781,0.08059971390951198,0.13296542
1,3386.641,0.0751408120314089,0.12901926
1,3406.656,0.06964369479952295,0.12423164
1,3426.625,0.06416231601024058,0.11914563
1,3446.875,0.05859689831788093,0.11387843
1,3466.984,0.0530798733154786,0.107646614
1,3487.078,0.04756616063340801,0.101156235
1,3507.328,0.04201734631904829,0.093692064
1,3527.562,0.036470591551881516,0.08577168
1,3547.781,0.030924208999412464,0.0768708
1,3568.062,0.025362640859476537,0.06661093
1,3588.328,0.019791105380893684,0.05535102
1,3608.594,0.014234870698257952,0.05021417
1,3628.953,0.008640739331532074,0.05021417
1,3649.375,0.0030274955765202992,0.05021417
1,3669.875,0.0,0.05021417
1,3690.234,0.0,0.05021417
2,0.0,1.0,0.89432216
2,16.672,0.9999995251528454,0.9079853
2,35.703,0.9947476557537134,0.90600824
2,53.828,0.9897525011629698,0.8996104
2,71.891,0.9847707765048793,0.8944673
2,90.047,0.9797591281358321,0.88994133
2,108.313,0.9747231684563352,0.8857828
2,126.391,0.9697403160772448,0.8820958
2,144.625,0.9647121239901392,0.878513
2,162.719,0.9597138601871817,0.875131
2,180.953,0.9546906260518313,0.8716785
2,199.016,0.9497084246243618,0.8686148
2,217.297,0.9446730420636139,0.865362
2,235.469,0.9396624089954771,0.8623
2,253.735,0.9346275476405228,0.85927993
2,271.813,0.9296437816514516,0.8562935
2,290.063,0.9246109422063115,0.8533085
2,308.266,0.919591249686156,0.8503927
2,326.422,0.9145835118983584,0.8462449
2,344.594,0.9095703827134082,0.842204
2,362.782,0.9045508470243641,0.8381679
2,381.016,0.8995151336623834,0.83423525
2,399.25,0.8944959595241141,0.8298096
2,417.422,0.8894921521898671,0.8258464
2,435.563,0.8844893172587267,0.8220547
2,453.75,0.8794741347955654,0.8180888
2,472.032,0.8744274911337563,0.8141679
2,490.328,0.8693819747314736,0.81002283
2,508.516,0.8643669216919265,0.80606633
2,526.641,0.8593709329642898,0.802094
2,544.891,0.8543375149909621,0.7981504
2,563.078,0.8493225946506047,0.79415405
2,581.235,0.8443161682298562,0.7902242
2,599.5,0.8392723488358597,0.78643906
2,617.703,0.8342486058455472,0.7824991
2,636.032,0.8291949549450277,0.77850187
2,654.172,0.8241915970204411,0.77475584
2,672.344,0.8191841061686679,0.7708229
2,690.547,0.814160001398464,0.7671531
2,708.844,0.8091194385776955,0.7631171
2,727.047,0.8040979714247233,0.7594904
2,745.266,0.7990719039244456,0.75574243
2,763.703,0.7939895059549896,0.751853
2,782.0,0.7889406179965797,0.7482496
2,800.25,0.7839050253381872,0.74449855
2,818.563,0.7788493833140451,0.7408366
2,836.953,0.7737760159914596,0.737006
2,855.344,0.7687041047351021,0.73319286
2,873.578,0.7636698702804737,0.7296228
2,891.828,0.7586342077061919,0.7259301
2,910.25,0.7535457931179311,0.7222799
2,928.625,0.7484727387174481,0.7185336
2,947.0,0.7434062199240923,0.7146598
2,965.344,0.7383435028033254,0.7110826
2,983.688,0.7332866188615716,0.7072482
2,1002.0,0.7282369542778295,0.70358646
2,1020.344,0.7231809673383033,0.69985867
2,1038.703,0.7181181194781502,0.6962664
2,1057.078,0.7130489112431905,0.69261205
2,1075.422,0.7079922383432556,0.68886876
2,1093.75,0.7029444887141892,0.68509805
2,1112.063,0.6978975537766384,0.68157995
2,1130.485,0.6928252017674681,0.6777655
2,1148.75,0.6877901747794065,0.6742305
2,1167.094,0.6827308328888172,0.6706819
2,1185.438,0.677670796873639,0.6670111
2,1203.875,0.6725768688914469,0.66352254
2,1222.172,0.6675214846191134,0.6599251
2,1240.563,0.6624447817240408,0.6562164
2,1259.094,0.6573352194823524,0.6524324
2,1277.453,0.6522643041608652,0.64896905
2,1295.844,0.6471914059279767,0.6452827
2,1314.391,0.6420810206978026,0.6414997
2,1332.766,0.6370132196298721,0.6380396
2,1351.235,0.631920749167012,0.634315
2,1369.688,0.626828095048196,0.63081485
2,1388.141,0.6217356662247692,0.6272071
2,1406.61,0.6166390085563663,0.6232588
2,1425.188,0.6115159882888047,0.6182064
2,1443.703,0.6064104775236677,0.61318254
2,1462.282,0.6012883219201041,0.6082121
2,1480.672,0.5962156823662098,0.60336715
2,1499.203,0.5911090522282962,0.59830904
2,1517.766,0.5859850291793569,0.5935709
2,1536.313,0.5808737848954266,0.5899994
2,1554.828,0.575771727888442,0.5886655
2,1573.422,0.5706453929007095,0.5873226
2,1591.969,0.5655275136582099,0.5850792
2,1610.532,0.5604107035599516,0.58187956
2,1629.235,0.5552503813740595,0.5773281
2,1647.844,0.5501152693981622,0.5718169
2,1666.5,0.5449682945241618,0.5661691
2,1685.094,0.5398417073047594,0.56048685
2,1703.719,0.534707078297682,0.55505335
2,1722.344,0.5295699710986067,0.5496111
2,1741.016,0.5244095259648573,0.54438066
2,1759.703,0.5192527824006623,0.5385448
2,1778.36,0.5141077171513856,0.53299403
2,1796.969,0.5089743290761817,0.52758765
2,1815.625,0.5038233074702384,0.52217066
2,1834.297,0.49867750078462636,0.51648104
2,1852.953,0.4935356363956584,0.511084
2,1871.657,0.48837650456698756,0.50572574
2,1890.313,0.4832320379903485,0.5002445
2,1909.172,0.4780325442112543,0.49479756
2,1927.875,0.4728668225953945,0.48963547
2,1946.672,0.46768100182900774,0.48399508
2,1965.407,0.4625185770829667,0.47839063
2,1984.188,0.45734181009751096,0.4730306
2,2002.907,0.45216965139516246,0.46803215
2,2021.625,0.4470066242342056,0.4624957
2,2040.36,0.4418425701691861,0.45700276
2,2059.078,0.4366836700362341,0.45156717
2,2077.86,0.43149721865896373,0.44665533
2,2096.641,0.42632107933776997,0.4409133
2,2115.688,0.42107445636806057,0.43536964
2,2134.594,0.41586389691596204,0.43023917
2,2153.563,0.41062706946489314,0.42520913
2,2172.407,0.4054349453003392,0.41967577
2,2191.25,0.40023280770411485,0.41466102
2,2210.11,0.39503441795128813,0.40906966
2,2228.938,0.3898308725203781,0.40429485
2,2247.953,0.3845866482714717,0.39861685
2,2266.875,0.37936418298305835,0.39358005
2,2286.0,0.3740825206222381,0.38837934
2,2305.032,0.3688375682620837,0.38287514
2,2323.985,0.36360290060991535,0.37792557
2,2342.907,0.35839051360839147,0.3722499
2,2362.016,0.35311918576873824,0.36716592
2,2381.125,0.3478537000580194,0.36172438
2,2400.078,0.3426232271639812,0.35671145
2,2419.063,0.3373816639158351,0.35157728
2,2438.078,0.3321395982337812,0.3461273
